Name,Food,Street,Phone,Rating
El Saxon,mexican,"Queen St, Toronto",+1 630-578-5218,1.3
Uai Pizzeria & Restaurant,pizza,"Bloor St, Toronto",+1 852-966-8012,4.3
Sushi California,sushi,"College St, Toronto",+1 623-476-3595,3.5
Il Collosseo,italian,"Spadina Ave, Toronto",+1 919-256-4562,4.4
Kaito Sushi,sushi,"Bloor St, Toronto",+1 786-125-2073,1.7
Shunoko,sushi,"Bloor St, Toronto",+1 754-208-8868,3.8
Boneyard Grill,Sushi,"Bay St, Toronto",+1 739-904-5057,2.5
Sunnyside Grill,breakfast,"Queen St, Toronto",+1 817-590-8351,3.7
AC Ranch Caffe,Falafel,"Bloor St, Toronto",+1 977-547-3013,2.1
Centro,italian,"Queen St, Toronto",+1 879-315-4674,1.5
Definitely Yours,jamaican,"Spadina Ave, Toronto",+1 691-465-8466,4.2
Limon,latin_american,"Queen St, Toronto",+1 959-635-7373,3.8
Cano,italian,"King St, Toronto",+1 751-877-7572,3.7
De Sotos,Tacos,"Queen St, Toronto",+1 993-327-7817,4
Boom Breakfast & Co.,breakfast,"Dundas St, Toronto",+1 811-759-5767,1.2
Latin World,mexican,"King St, Toronto",+1 815-807-4802,4.7
Barista & Chef,BBQ,"Spadina Ave, Toronto",+1 832-830-8850,4.3
Latin Fiesta,mexican,"Bay St, Toronto",+1 744-184-6753,3.5
Parcas,peruvian,"King St, Toronto",+1 963-350-9570,3.9
Savera,indian,"St. Clair Avenue West, Toronto",+1 863-457-3180,1.1
Sushi Kozoku,sushi,"College St, Toronto",+1 895-790-5510,4.6
Chai Pochana,thai,"Bloor St, Toronto",+1 974-928-5188,2.9
Brother Bar & Restaurant,Falafel,"Bloor St, Toronto",+1 626-427-5465,4.5
Mi Tierra,colombian,"Queen St, Toronto",+1 973-417-2723,4.8
Black Tulip Restaurant,Falafel,"Dundas St, Toronto",+1 717-193-9923,4
Nodo,italian,"College St, Toronto",+1 649-923-9115,2.9
Pukka,indian,"St. Clair Avenue West, Toronto",+1 911-549-2035,2.3
Piccolo Piano,Salad,"Yonge St, Toronto",+1 712-671-6712,4.1
Think IT,italian,"Spadina Ave, Toronto",+1 666-583-6463,1.6
Fantasy Kitchen,Pasta,"Dundas St, Toronto",+1 798-908-9233,4.8
Ferro,italian,"Dundas St, Toronto",+1 793-748-9366,3.1
Romi's,Pasta,"St. Clair Avenue West, Toronto",+1 605-769-2453,2.8
Riz,asian,"St. Clair Avenue West, Toronto",+1 937-826-2538,2.6
FK,Sushi,"Spadina Ave, Toronto",+1 666-886-5655,3.1
The Wailers,jamaican,"King St, Toronto",+1 940-293-3342,2.9
Kibo Sushi,sushi,"King St, Toronto",+1 661-303-2557,2.4
Wise Guys Bar & Grill,Ramen,"College St, Toronto",+1 712-510-5039,4.8
Queen of Persia,persian,"St. Clair Avenue West, Toronto",+1 958-801-3543,4.5
Goen,japanese,"St. Clair Avenue West, Toronto",+1 839-716-4637,4.1
Chinese Dumplings,chinese,"Queen St, Toronto",+1 897-753-9730,4.2
The Company We Keep,coffee_shop,"St. Clair Avenue West, Toronto",+1 903-661-4067,1
Raahi Kitchen & bar,indian,"St. Clair Avenue West, Toronto",+1 955-275-6414,5
Tacos Moras,mexican,"St. Clair Avenue West, Toronto",+1 644-148-5093,1.6
Ba-On Filipino Takeout,filipino,"St. Clair Avenue West, Toronto",+1 726-706-4766,4.1
Arizona Grill and Lounge,Steak,"Carlingview Drive, Toronto",+1 949-572-6414,2.4
The Bistro,Falafel,"College St, Toronto",+1 904-141-5410,2.2
Fay's Kitchen,Salad,"Spadina Ave, Toronto",+1 749-430-5714,1.1
Mastro Nick,pizza,"Dundas St, Toronto",+1 802-758-7257,2.8
Sete Ventos Restaurant,Pizza,"Dundas St, Toronto",+1 664-700-8943,4.5
Diamonds Bar & Grill,mexican,"Yonge St, Toronto",+1 810-848-5030,1.3
El Rey,mexican,"Bay St, Toronto",+1 780-322-8594,3.5
Tibetan Village,Sushi,"Spadina Ave, Toronto",+1 954-892-7769,1.2
New Casa Abril,portuguese,"Queen St, Toronto",+1 967-668-8073,3.8
The Oakwood Hardware,Pizza,"Dundas St, Toronto",+1 932-369-9698,2.3
Oakwood Pizzeria,pizza,"Queen St, Toronto",+1 847-428-1123,2.7
Sushi Karu,sushi,"Oakwood Avenue, Toronto",+1 956-957-8857,2.5
Costa Verde,portuguese,"Yonge St, Toronto",+1 921-907-4203,3.4
1 Plus 1 Pizza,pizza,"College St, Toronto",+1 989-624-5180,4.8
Sorrel,french,"Dundas St, Toronto",+1 767-965-4310,2.7
Terroni,italian,"Bloor St, Toronto",+1 804-511-2333,4
Impact Kitchen,Steak,"King St, Toronto",+1 617-463-7127,1.8
Kibo Sushi,sushi,"College St, Toronto",+1 623-983-4328,3.6
Sash,Salad,"Bay St, Toronto",+1 907-810-1059,4
Avant Goût,french,"Queen St, Toronto",+1 992-651-4165,4.2
Quanto Basta,italian,"Yonge St, Toronto",+1 770-319-1832,1.1
Freshii,salad,"Bay St, Toronto",+1 806-628-8270,3
Barnsteiner's,european,"Queen St, Toronto",+1 674-298-2175,2.2
Terroni,italian,"Adelaide Street East, Toronto",+1 767-610-2043,2.9
Bow Thai,thai,"King St, Toronto",+1 982-594-7653,3.9
Ko-Sam,korean,"Queen St, Toronto",+1 999-277-8286,4.8
Dim Sum Kwan,chinese,"Bloor St, Toronto",+1 899-299-6623,2.5
BB's,brunch,"Brock Avenue, Toronto",+1 733-580-7691,3.8
Koyoi Japanese Restaurant & Bar,japanese,"College St, Toronto",+1 608-378-4615,1.2
Buon Appetite Fine Foods,Ramen,"Queen St, Toronto",+1 736-427-5583,4.4
Aoyama Sushi,sushi,"Dundas St, Toronto",+1 619-435-9812,1.9
Best Aroma Kitchen,chinese,"Bay St, Toronto",+1 912-966-5119,3.1
New York Classic Grill,Ramen,"Yonge St, Toronto",+1 974-378-5983,2.2
Golden Falafel,falafel,"Dundas Street West, Toronto",+1 638-898-1111,4.9
Lebanon Express,falafel;lebanese,"College St, Toronto",+1 882-288-1815,4.9
Taline,Pizza,"Dundas St, Toronto",+1 643-745-9540,3.8
San Casme,Steak,"King St, Toronto",+1 983-408-9719,1.6
Tacos 101,Steak,"King St, Toronto",+1 725-377-8317,1.5
The Bar,korean,"Yonge St, Toronto",+1 811-638-7113,3.6
Bone Soup Malatang,Salad,"Spadina Ave, Toronto",+1 610-627-4660,4.8
Darvish Persian Cuisine,Steak,"Spadina Ave, Toronto",+1 764-800-8771,3.5
Dickey's Barbecue Pit,Ramen,"College St, Toronto",+1 888-353-5516,4.1
Four Four South Village,Pasta,"Bay St, Toronto",+1 637-665-2278,3.1
Boston Pizza,pizza,"Yonge Street, Toronto",+1 826-249-3367,1.9
Liberty Pizza,pizza,"Bay St, Toronto",+1 750-542-3153,1.9
The Suya Spot,Pasta,"College St, Toronto",+1 639-271-1864,4.7
Rolltation,BBQ,"Yonge Street, Toronto",+1 681-616-1526,2.9
Burgs Bar + Grill,Sushi,"Bloor St, Toronto",+1 656-823-6687,2.2
Green Payaya,thai,"Bay St, Toronto",+1 957-728-3021,2.3
La Vecchia,BBQ,"Yonge Street, Toronto",+1 717-266-3995,4.3
Pho King Fabulous!,vietnamese,"Yonge St, Toronto",+1 773-523-1591,1.7
Sushi Rock,sushi,"Yonge Street, Toronto",+1 656-320-4106,2.4
Louie’s Classico Pizza,pizza,"Yonge Street, Toronto",+1 881-929-1336,1.8
Ai Sushi,sushi,"Queen St, Toronto",+1 997-494-4706,3.7
Veerar,indian,"King St, Toronto",+1 962-334-3295,3.8
Naan Kabob,afghan,"King St, Toronto",+1 835-965-2744,2.8
Chopstick House,chinese,"Queen St, Toronto",+1 928-646-8612,2.2
Abbirami,indian,"Queen St, Toronto",+1 828-198-2215,3.5
Subiksha,indian,"Bloor St, Toronto",+1 871-276-7888,4.6
Black Forest Fine Dining,german,"Yonge St, Toronto",+1 964-493-9981,4.2
Angie's,caribbean,"Spadina Ave, Toronto",+1 759-209-5200,2
Lena's Diner,Tacos,"Dundas St, Toronto",+1 751-753-9967,3.1
Ghareeb Nawaz Restaurant,indian,"Yonge St, Toronto",+1 611-391-4005,4.7
TOR Carribean Restaurant,caribbean,"Queen St, Toronto",+1 819-895-7568,4.7
Pariwar,indian,"Bloor St, Toronto",+1 636-702-5343,4.6
Amazing Hakka,chinese,"Spadina Ave, Toronto",+1 890-678-6995,3.9
Chawk Bazar,indian,"Yonge St, Toronto",+1 622-610-3431,3.2
Faryab Restaurant,persian,"King St, Toronto",+1 797-797-6407,1.8
Naan Kabob,afghan,"Bay St, Toronto",+1 896-503-1618,2.1
Super Hakka Restaurant,chinese,"Yonge St, Toronto",+1 829-480-3716,1.9
Ghadir Fish Restaurant,seafood,"College St, Toronto",+1 982-690-4615,5
Karahi Boys,pakistani,"Queen St, Toronto",+1 934-860-3329,5
Sumaq,iraqi,"Dundas St, Toronto",+1 904-381-3424,3.9
Rose's Kitchen,jamaican,"College St, Toronto",+1 853-681-9955,2
Diana's Oyster Bar and Grill,seafood,"Bloor St, Toronto",+1 970-373-3847,2.1
Sahan Restaurant,somali,"Bloor St, Toronto",+1 734-302-5411,4.5
Banh Mi Metro,vietnamese,"King St, Toronto",+1 884-260-6010,4.6
Pho Metro,vietnamese,"Queen St, Toronto",+1 633-253-3787,1.5
Wong's Asian Cuisine,chinese,"Spadina Ave, Toronto",+1 851-455-4847,1.4
Nova Ristorante,italian,"King St, Toronto",+1 810-312-8714,3.6
Spicy Dragon Restaurant,chinese,"Queen St, Toronto",+1 850-616-2639,3.6
Flippers Fish House,seafood,"Bay St, Toronto",+1 612-565-7455,1.7
Kim Kim,indian,"King St, Toronto",+1 961-408-1006,3.5
Nostos Bar & Grill,greek,"Queen St, Toronto",+1 623-783-1297,4.3
Merigold Restaurant,caribbean,"King St, Toronto",+1 616-904-5316,4.1
Ahmutha Surabi,indian,"Bloor St, Toronto",+1 883-424-9486,1.9
Ding Ho Chinese Food,chinese,"Bloor St, Toronto",+1 770-599-8556,2.7
Bendale Restaurant,Steak,"Yonge St, Toronto",+1 911-181-8475,2.1
Charcoal Kabob House,chinese,"Dundas St, Toronto",+1 938-570-8085,4.2
D'Pavilion,caribbean,"College St, Toronto",+1 950-304-9180,3
rasa,Pasta,"College St, Toronto",+1 956-671-3247,2.6
Cafe,Ramen,"Dundas St, Toronto",+1 981-698-9689,4.6
piano piano,Salad,"Bay St, Toronto",+1 803-973-2426,2.2
367 Cafe,Salad,"Bay St, Toronto",+1 744-662-8305,4.8
Ritz Restaurant,BBQ,"Bloor St, Toronto",+1 671-185-1564,2.7
Sushi Garden Japanese Restaurant,japanese,"Bloor St, Toronto",+1 699-930-3362,3.8
Ambiyan,indian,"Spadina Ave, Toronto",+1 885-117-6378,2.2
Caribbean Wave Restaurant,caribbean,"Yonge St, Toronto",+1 853-313-4268,2.9
Supreme Restaurant & Bar,Burger,"Bay St, Toronto",+1 681-262-2948,2.1
Kofuko Sushi,japanese,"St. Clair Avenue East, Toronto",+1 641-189-3275,1.8
El Inka Peruvian Cuisine,Sushi,"Bloor St, Toronto",+1 728-298-2906,1.3
Mabu Generation,taiwanese,"Yonge Street, Toronto",+1 657-476-1406,1.8
Savory Themes,Ramen,"Bayview Avenue, Toronto",+1 668-235-6192,2.3
Fong on Foods,Burger,"Bloor St, Toronto",+1 830-350-6100,2.3
Mi'hito Sushi Laboratory,sushi,"College Street, Toronto",+1 765-185-4173,1.2
Dak Lak,Pizza,"College Street, Toronto",+1 625-317-3193,2.1
Yitz’s,Steak,"College St, Toronto",+1 789-467-6266,3.9
Cafe Nicole,Pasta,"Dundas St, Toronto",+1 960-262-2688,1.2
eggspectation,breakfast,"Bloor St, Toronto",+1 897-360-2984,3.9
Robot Boil House,Pizza,"Yonge Street, Toronto",+1 883-681-9242,2.4
Tokyo Sushi,sushi,"Bloor St, Toronto",+1 828-832-7044,3.9
Laziz Curry Kitchen,Salad,"Bay St, Toronto",+1 747-532-2897,4.7
Grillies,Salad,"Yonge St, Toronto",+1 936-366-2729,3.3
Gyukatsu Kyoto Katsuguyu,Tacos,"Yonge St, Toronto",+1 613-220-2989,2.7
King Place Restaurant Inc.,Sushi,"King St, Toronto",+1 774-431-5918,4.8
BLCK. BBQ.,Sushi,"Dundas St, Toronto",+1 860-341-5492,3.7
Satay Road,thai,"Bayview Avenue, Toronto",+1 917-347-6005,4.5
Taste of Persia,persian,"Bayview Avenue, Toronto",+1 872-236-9310,3.4
Mayrik,armenian,"Bayview Avenue, Toronto",+1 623-896-4449,1.6
Grillies,mexican,"Bayview Avenue, Toronto",+1 730-557-3588,1.7
Verdi Trattoria,Sushi,"Bloor St, Toronto",+1 971-495-4633,4.5
Eggstatic,Burger,"Bayview Avenue, Toronto",+1 752-669-1707,4.8
casamiento,mexican,"Dupont Street, Toronto",+1 984-213-3418,3.1
Loop Line Wine & Food,Pizza,"Dupont Street, Toronto",+1 799-698-7162,4.8
Thai Mango,Salad,"Bay St, Toronto",+1 857-912-2835,1.9
Roll N Bowl Korean & Japanese Cuisine,japanese;korean,"Ellesmere Road, Scarborough",+1 741-398-7190,2.7
Pi Co,pizza,"Carlton Street, Toronto",+1 911-830-9000,4.9
Unknown,Pizza,"Dundas St, Toronto",+1 956-426-7441,5
Umami Poke,BBQ,"Yonge Street, Toronto",+1 855-584-8976,4.9
Bobbie Sue's Mac and Cheese,Steak,"Ossington Avenue, Toronto",+1 645-665-9012,4.9
The Lexington,Tacos,"Carlton Street, Toronto",+1 941-754-9349,3.5
East court & Mike BBQ,chinese,"Sheppard Avenue East, Scarborough",+1 988-490-9579,4.4
Yupdduk Finch,korean,"Finch Avenue West, Toronto",+1 992-271-9018,4.3
Kintako,sushi,"College St, Toronto",+1 836-472-8212,4.4
Isabella's Boutique Restaurant,japanese,"Queen Street East, Toronto",+1 669-880-9233,3.4
Sozo Japanese Cuisine,japanese,"Consumers Road, North York",+1 603-426-6901,4.4
Omni Palace,chinese,"Consumers Road, North York",+1 707-726-9743,3.4
Yan Yu Chinese Dining,chinese,"Consumers Road, Toronto",+1 749-770-9050,1.8
Hotpot 9,chinese,"Consumers Road, North York",+1 694-204-4170,1.5
Satay Sate,indonesian,"William Sylvester Drive, Toronto",+1 730-588-8421,2.9
Gyu-Kaku Japanese BBQ,japanese,"Yorkland Boulevard, North York",+1 658-277-7580,3.4
Primo Veal,italian,"Yorkland Boulevard, North York",+1 640-270-8480,4.8
ZenQ Taiwanese Restaurant,taiwanese,"Yorkland Boulevard, North York",+1 781-569-4655,3.2
The Fry,chinese,"Spadina Ave, Toronto",+1 620-536-5319,2.6
Torch Sushi,japanese,"Bay St, Toronto",+1 902-174-5893,3.3
Daldongnae,Tacos,"Bloor St, Toronto",+1 853-870-8830,2.4
Katsuya,japanese;korean,"College St, Toronto",+1 646-913-9231,3.6
Unknown,Ramen,"College St, Toronto",+1 827-975-9400,2.3
Konjiki Ramen (Downtown),ramen;japanese,"Elm Street, Toronto",+1 821-561-2763,3.6
Roti Cuisine of India,indian,"Dupont Street, Toronto",+1 616-794-8689,3.5
Unknown,Tacos,"Bloor St, Toronto",+1 762-151-5269,2
Old Time Chinese Cuisine,chinese,"Queen St, Toronto",+1 959-859-5267,2.2
Hoyo's Restaurant,somali,"Eglinton Avenue East, Toronto",+1 919-652-8069,2
Birria Balam,mexican,"Spadina Avenue, Toronto",+1 877-667-7389,2.6
Banfi,italian,"Lonsdale Road, Toronto",+1 695-436-8659,2.2
O'Somae,brunch,"Broadview Avenue, Toronto",+1 963-698-9542,3.2
La Morena,latin_american;ecuadorian;empanada;tamale,"St. Clair Avenue West, Toronto",+1 827-511-4852,3.3
Bao,Steak,"Bloor St, Toronto",+1 643-316-1576,2.3
Lageez,indian,"Yonge St, Toronto",+1 975-582-5818,4.1
Rosie’s Burger,burger,"Queen Street West, Toronto",+1 880-893-4211,3.1
Completo,latin_american,"Broadview Avenue, Toronto",+1 696-583-9110,3.7
Steady's Jamaican Home Cooking,jamaican,"Pape Avenue, East York",+1 704-907-8421,1.1
Hanamaru Market and Bento,japanese,"Pape Avenue, East York",+1 949-279-7568,2.3
Bagel Time,bagel,"Danforth Avenue, Toronto",+1 894-744-3179,2.6
Cirillo’s Academy,Pizza,"Yonge St, Toronto",+1 637-104-9529,3.9
Shoeless Joe's,grill,"Bloor St, Toronto",+1 758-482-8681,1.8
Boston Pizza,pizza,"College St, Toronto",+1 918-185-6265,1
Quetzal,Sushi,"College Street, Toronto",+1 751-681-2728,1.3
Onnki Donburi,Ramen,"King St, Toronto",+1 925-805-6510,3
Dai Lo,Pasta,"King St, Toronto",+1 644-806-9549,2
Kyouka Ramen,ramen;japanese,"Queen Street East, Toronto",+1 974-959-3922,2.9
Yumei Sushi,japanese;sushi,"Queen Street East, Toronto",+1 681-964-1880,4.1
Maker Pizza,pizza;italian,"Avenue Road, Toronto",+1 658-463-6852,3.1
Thai Country Kitchen,Falafel,"Spadina Avenue, Toronto",+1 906-392-7853,1.2
The Lobster Roll,BBQ,"Spadina Ave, Toronto",+1 954-562-1335,2.7
Song Tea,Tacos,"Spadina Avenue, Toronto",+1 838-856-5410,3.5
Mango Like Desserts,dessert,"College St, Toronto",+1 980-394-7230,2
Simmer Huang,Tacos,"Spadina Avenue, Toronto",+1 735-414-2090,3.5
La Fermenteria,Steak,"Spadina Ave, Toronto",+1 944-196-2380,2.7
Moon Palace,chinese,"Bay St, Toronto",+1 775-539-8416,3.4
Storm Crow Manor,Steak,"Church Street, Toronto",+1 935-379-1976,3.8
Cafe Landwer,Falafel,"Yonge Street, North York",+1 910-883-6254,3.2
Gol’s Lanzhou Noodle,chinese,"Yonge St, Toronto",+1 929-259-4613,2.5
The Fry - Sheppard,korean;fried_chicken,"Yonge Street, Toronto",+1 778-661-3869,3.5
Nam Dae  Moon Rice Cake,Tacos,"Yonge Street, Toronto",+1 630-395-4067,2.2
Mishka’s Restaurant & Bar,Falafel,"Ellesmere Road, Toronto",+1 769-933-7581,4.8
Little Coxwell Restaurant,vietnamese,"Coxwell Avenue, East York",+1 685-234-2551,4.6
Skara,greek,"Coxwell Avenue, East York",+1 756-162-9480,2.5
Sushi Bay,sushi,"Coxwell Avenue, East York",+1 627-926-4186,1.6
Eden Chinese Food,chinese,"Coxwell Avenue, East York",+1 976-696-8419,3.6
Stacks,pancake,"Dundas Street West, Etobicoke",+1 671-669-9762,2.2
Shawarma Royale,middle_eastern;shawarma,"Dundas Street West, Etobicoke",+1 886-137-1380,2.5
Hay Sushi,japanese;sushi,"Eglinton Avenue West, Toronto",+1 781-965-1761,1.2
desimane,indian,"Sheppard Avenue East, Scarborough",+1 640-635-2801,4.3
Yunshang Rice Noodle,noodle,"Dundas Street West, Toronto",+1 648-202-7544,3.3
CRAVE WINGS,chicken,"Eglinton Avenue West, Toronto",+1 987-100-6158,1.7
Dspot,Ramen,"Spadina Ave, Toronto",+1 800-974-6349,3.3
Unknown,chinese,"Dundas St, Toronto",+1 647-760-9525,1.3
Kathmandu Restaurant,Pizza,"College St, Toronto",+1 986-352-9022,2.8
Clay,BBQ,"Queen's Park, Toronto",+1 657-686-9188,4.9
The Fry,korean;asian;fried_chicken,"Yonge Street, Toronto",+1 615-145-6704,1.4
Onki Donburi,japanese,"Hayden Street, Toronto",+1 646-607-8860,3.9
Baby-Boyz BBQ,Ramen,"Queen St, Toronto",+1 639-508-8480,2.7
Pasaj,middle_eastern;turkish;brunch,"Queen Street East, Toronto",+1 776-771-1958,1.4
Fat Pasha,jewish;middle_eastern,"Dupont Street, Toronto",+1 754-262-5265,3.8
Chadwick's Craft Kitchen & Bar,fusion;asian;mexican,"Howland Avenue, Toronto",+1 728-754-1132,3.9
Schmaltz Appetizing,bagel;smoked_salmon,"Dupont Street, Toronto",+1 642-243-9153,3.6
Hana Ramen,noodle;ramen;japanese;sushi,"Kennedy Road, Toronto",+1 689-537-2494,2.7
Ma Maison,french,"Dundas Street West, Etobicoke",+1 919-783-9880,3.7
Oretta,BBQ,"Bloor St, Toronto",+1 982-652-6984,4.1
Lena's Roti & Doubles,BBQ,"Keele street, Toronto",+1 746-187-7045,4.9
Elisa Cart Korean Tapas,Burger,"King St, Toronto",+1 660-692-4457,2.5
Fresh,Salad,"Eglinton Avenue East, Toronto",+1 788-253-6958,4.7
Hoops Sports Bar & Grill,Sushi,"Queen St, Toronto",+1 916-710-2898,4.4
The pint,Ramen,"College St, Toronto",+1 729-295-7066,4.6
Mapo Gamjatang,Salad,"Dundas St, Toronto",+1 807-564-8627,3
Canteen,chinese;western;south_east_asian;malaysian,"Spadina Avenue, Toronto",+1 816-501-9397,1.3
Sushi Bar,japanese,"Bay St, Toronto",+1 759-648-4824,4.2
Boba Boy Dacha Restaurant,Pasta,"Broadview Avenue, Toronto",+1 815-859-2106,2.2
Figs Breakfast & Lunch,breakfast,"Bloor St, Toronto",+1 630-632-9571,4.6
iMANISHi SANDO BAR,japanese,"Queen St, Toronto",+1 661-974-2994,2.4
The Stop,russian,"Dundas Street West, Toronto",+1 855-490-7181,2.6
Charcoal Biryani Kebabs,Falafel,"Bay St, Toronto",+1 796-341-6471,3.9
Darna Middle Eastern Kitchen,middle_eastern,"Bayview Avenue, Toronto",+1 733-676-8190,4.4
Da Jankanuu Shak,BBQ,"King St, Toronto",+1 867-745-7108,2.8
Spicebros Good Indian Food,indian,"Bloor Street West, Etobicoke",+1 786-192-3084,3.2
Qin's Garden,asian;chinese,"Yonge St, Toronto",+1 875-823-4508,4.8
Pizzeria Libretto,pizza,"Dundas Street West, Toronto",+1 794-130-6924,3.4
Ono Poké Bar,regional,"Dundas St, Toronto",+1 606-290-3514,1.5
Salad King,Sushi,"Queen Street West, Toronto",+1 847-646-4301,2.9
Rouge Kitchen,Sushi,"Queen St, Toronto",+1 849-308-4675,3.1
Thai Square,thai,"Dundas St, Toronto",+1 665-770-4047,5
Pasta Tutti Giorni,italian,"Dundas St, Toronto",+1 792-158-1648,3.1
The Nilgiris Restaurant,indian,"Markham Road, Scarborough",+1 941-616-8779,3.1
Navayo Greek Bistro,greek,"Kingston Road, Toronto",+1 669-523-3008,2.4
Casa di Giorgio,italian;mediterranean,"Queen Street East, Toronto",+1 645-632-1354,4
Pattylicious,jamaican,"Kingston Road, Toronto",+1 853-880-8942,2.9
Cucina Di Paisano,italian,"York Mills Road, North York",+1 667-978-3134,3.8
Taftan Kebob,persian,"York Mills Road, North York",+1 901-358-5797,3.1
Megas,greek,"Danforth Avenue, Toronto",+1 893-993-3986,2.2
The Bullger,american,"College St, Toronto",+1 794-903-6501,1.4
Biryani House,indian,"Hayden Street, Toronto",+1 973-430-8003,4.9
Casa Sushi,sushi,"Danforth Avenue, Toronto",+1 940-634-8846,3.8
Komi banh mi bar,asian,"Danforth Avenue, Toronto",+1 664-336-1159,1.8
Camaleon,mexican,"Spadina Ave, Toronto",+1 871-417-4336,4.3
Sushi Bistro,sushi,"Danforth Avenue, Toronto",+1 947-347-9109,4.7
Freshii,salad,"Danforth Avenue, Toronto",+1 653-483-9280,4.1
Wanas Shawarma,shawarma;syrian,"Danforth Avenue, Toronto",+1 622-550-7478,2.6
Messini,greek,"Danforth Avenue, Toronto",+1 638-513-7710,1.7
Beach Hill Smokehouse Texas BBQ,american,"Danforth Avenue, Toronto",+1 952-532-1920,4.9
Pantheon,greek,"Danforth Avenue, Toronto",+1 906-497-7832,3
MomoHut & Gardens Inc,asian,"Danforth Avenue, Toronto",+1 709-261-7662,4.9
955Chinesefood.com,chinese,"Queen Street East, Toronto",+1 764-749-1174,4.2
Pai Northern Thai Kitchen,thai,"Yonge Street, Toronto",+1 848-501-7640,2
Little Sister,indonesian,"Portland Street, Toronto",+1 733-155-5801,3.1
Janelle's Kitchen,Burger,"King St, Toronto",+1 876-593-5046,3.6
Two Brothers Shwarma,middle_eastern,"Danforth Avenue, Toronto",+1 880-600-3896,3.8
Tibet Kitchen,asian,"Queen Street West, Toronto",+1 626-992-4452,3.8
Brunch On Cosburn Ave,Ramen,"College St, Toronto",+1 706-606-2124,1
Sophie's Sports Bar & Grill,Pizza,"Spadina Ave, Toronto",+1 810-702-1785,3.6
Freshii,salad,"Queen St, Toronto",+1 750-309-8949,2.1
Thai Room,thai;malaysian,"College St, Toronto",+1 654-630-5191,2.5
Daldongnae Korean BBQ,korean,"Yonge Street, Toronto",+1 895-820-9724,1.2
eb Breakfast Co.,Steak,"Queen St, Toronto",+1 680-815-2183,3.3
Deer Garden,Pizza,"Queen St, Toronto",+1 844-826-1248,2.9
Cornerside Cafe,Pasta,"Dundas St, Toronto",+1 786-142-3863,4.4
Supertech,Pizza,"Yonge St, Toronto",+1 840-203-2655,1.5
QCYC Restaurant/Onyx Catering,Ramen,"King St, Toronto",+1 660-861-9855,3.8
Kachiguda Junction,indian,"Yonge St, Toronto",+1 831-371-9737,2.5
Sinaloa Factory,mexican,"College St, Toronto",+1 864-943-8523,1.9
Ramen Buta-Nibo,noodle,"Queen St, Toronto",+1 796-592-2843,1.7
Minami,japanese,"Queen St, Toronto",+1 621-674-9370,3.8
Ristorante La Sala,BBQ,"Queen Street East, Toronto",+1 974-462-7366,3.2
Nutmento Caribbean Grill,caribbean,"Gerrard Street East, Toronto",+1 739-494-6976,3.9
Mimi Vietnamese Restaurant,vietnamese,"Bloor St, Toronto",+1 677-396-5114,1.8
Pho East,vietnamese,"College St, Toronto",+1 882-151-6664,2.1
Wild Oregano,mediterranean,"Queen Street East, Toronto",+1 741-941-7584,2.8
Apkujung,korean,"Bloor St, Toronto",+1 740-874-5329,3.6
Roses New York,persian;american,"Yonge Street, North York",+1 888-414-6207,4.4
Tiflisi,georgian,"Queen Street East, Toronto",+1 842-363-8819,1.3
Haidilao Hot Pot,chinese;hot_pot,"Sandhurst Circle, Toronto",+1 653-810-9390,2.1
Magic Noodle,Pasta,"Sandhurst Circle, Toronto",+1 783-887-8113,1.8
Eggsmart,breakfast,"King St, Toronto",+1 982-502-1638,4.9
7 Numbers,italian,"Bloor St, Toronto",+1 870-929-2816,3.4
Stacked,BBQ,"Bloor St, Toronto",+1 663-733-8745,3.4
Papyrus,egyptian,"Danforth Avenue, Toronto",+1 979-212-1669,2
Chiang Mai,thai,"Bloor St, Toronto",+1 773-932-1940,4.6
Dumpling House,chinese,"Bay St, Toronto",+1 786-282-1274,2
Batifole,french,"Dundas St, Toronto",+1 763-429-1136,2.4
Bep Viet,vietnamese,"Queen St, Toronto",+1 640-288-5848,1
Pho House,vietnamese,"King St, Toronto",+1 940-557-9005,4.7
Koh Samiji,thai,"Queen St, Toronto",+1 670-920-1534,4.5
Chef Mustafa,turkish,"King St, Toronto",+1 890-910-1509,2.1
Casa Manila,filipino,"College St, Toronto",+1 956-905-9464,4.2
The Friendly Greek,greek,"Bay St, Toronto",+1 850-125-6191,4.4
Christina’s,Falafel,"King St, Toronto",+1 723-275-7843,4
Sarang Kitchen,Ramen,"King St, Toronto",+1 922-660-9801,1.5
Piano Piano,Pizza,"Dundas St, Toronto",+1 690-711-8473,1.3
Shiba Poke,Salad,"College St, Toronto",+1 943-577-1828,2.9
VELA,Falafel,"King St, Toronto",+1 635-626-2682,4
Myth,Sushi,"Bay St, Toronto",+1 960-228-6513,1.1
Chez Paul,Falafel,"Queen Street West, Toronto",+1 652-270-3712,4
Pho Banh Cuon,vietnamese,"Bay St, Toronto",+1 752-229-7226,3
Pho Banh Cuon,vietnamese,"Bloor St, Toronto",+1 665-122-1722,3.4
Rumi,Steak,"Queen St, Toronto",+1 762-394-5426,1
Gram's Pizza,pizza,"Dupont Street, Toronto",+1 760-974-3504,1.5
Thay,thai,"Dundas St, Toronto",+1 838-928-9233,2.2
King's Vegetarian Food,Salad,"Sheppard Avenue East, Toronto",+1 881-103-2371,2.2
