Name,Food,Street,Phone,Rating
The Company We Keep,coffee_shop,"St. Clair Ave W, Toronto",+1 903-661-4067,1.0
Raahi Kitchen & bar,indian,"St. Clair Ave W, Toronto",+1 955-275-6414,5.0
Tacos Moras,mexican,"St. Clair Ave W, Toronto",+1 644-148-5093,1.6
Ba-On Filipino Takeout,filipino,"St. Clair Ave W, Toronto",+1 726-706-4766,4.1
Arizona Grill and Lounge,Steak,"Carlingview Dr, Toronto",+1 949-572-6414,2.4
The Bistro,Falafel,"College St, Toronto",+1 904-141-5410,2.2
Fay's Kitchen,Salad,"Spadina Ave, Toronto",+1 749-430-5714,1.1
Mastro Nick,pizza,"Dundas St, Toronto",+1 802-758-7257,2.8
Sete Ventos Restaurant,Pizza,"Dundas St, Toronto",+1 664-700-8943,4.5
Diamonds Bar & Grill,mexican,"Yonge St, Toronto",+1 810-848-5030,1.3
El Rey,mexican,"Bay St, Toronto",+1 780-322-8594,3.5
Tibetan Village,Sushi,"Spadina Ave, Toronto",+1 954-892-7769,1.2
New Casa Abril,portuguese,"Queen St, Toronto",+1 967-668-8073,3.8
The Oakwood Hardware,Pizza,"Dundas St, Toronto",+1 932-369-9698,2.3
Oakwood Pizzeria,pizza,"Queen St, Toronto",+1 847-428-1123,2.7
Sushi Karu,sushi,"Oakwood Ave, Toronto",+1 956-957-8857,2.5
Costa Verde,portuguese,"Yonge St, Toronto",+1 921-907-4203,3.4
1 Plus 1 Pizza,pizza,"College St, Toronto",+1 989-624-5180,4.8
Sorrel,french,"Dundas St, Toronto",+1 767-965-4310,2.7
Terroni,italian,"Bloor St, Toronto",+1 804-511-2333,4.0
Impact Kitchen,Steak,"King St, Toronto",+1 617-463-7127,1.8
Kibo Sushi,sushi,"College St, Toronto",+1 623-983-4328,3.6
Sash,Salad,"Bay St, Toronto",+1 907-810-1059,4.0
Avant Goût,french,"Queen St, Toronto",+1 992-651-4165,4.2
Quanto Basta,italian,"Yonge St, Toronto",+1 770-319-1832,1.1
Barnsteiner's,european,"Queen St, Toronto",+1 674-298-2175,2.2
Terroni,italian,"Adelaide St E, Toronto",+1 767-610-2043,2.9
Bow Thai,thai,"King St, Toronto",+1 982-594-7653,3.9
Ko-Sam,korean,"Queen St, Toronto",+1 999-277-8286,4.8
Dim Sum Kwan,chinese,"Bloor St, Toronto",+1 899-299-6623,2.5
BB's,brunch,"Brock Ave, Toronto",+1 733-580-7691,3.8
Koyoi Japanese Restaurant & Bar,japanese,"College St, Toronto",+1 608-378-4615,1.2
Buon Appetite Fine Foods,Ramen,"Queen St, Toronto",+1 736-427-5583,4.4
Aoyama Sushi,sushi,"Dundas St, Toronto",+1 619-435-9812,1.9
Best Aroma Kitchen,chinese,"Bay St, Toronto",+1 912-966-5119,3.1
New York Classic Grill,Ramen,"Yonge St, Toronto",+1 974-378-5983,2.2
Golden Falafel,falafel,"Dundas St W, Toronto",+1 638-898-1111,4.9
Lebanon Express,falafel;lebanese,"College St, Toronto",+1 882-288-1815,4.9
Taline,Pizza,"Dundas St, Toronto",+1 643-745-9540,3.8
San Casme,Steak,"King St, Toronto",+1 983-408-9719,1.6
Tacos 101,Steak,"King St, Toronto",+1 725-377-8317,1.5
The Bar,korean,"Yonge St, Toronto",+1 811-638-7113,3.6
Bone Soup Malatang,Salad,"Spadina Ave, Toronto",+1 610-627-4660,4.8
Darvish Persian Cuisine,Steak,"Spadina Ave, Toronto",+1 764-800-8771,3.5
Dickey's Barbecue Pit,Ramen,"College St, Toronto",+1 888-353-5516,4.1
Four Four South Village,Pasta,"Bay St, Toronto",+1 637-665-2278,3.1
Boston Pizza,pizza,"Yonge St, Toronto",+1 826-249-3367,1.9
Liberty Pizza,pizza,"Bay St, Toronto",+1 750-542-3153,1.9
The Suya Spot,Pasta,"College St, Toronto",+1 639-271-1864,4.7
Rolltation,BBQ,"Yonge St, Toronto",+1 681-616-1526,2.9
Burgs Bar + Grill,Sushi,"Bloor St, Toronto",+1 656-823-6687,2.2
Green Payaya,thai,"Bay St, Toronto",+1 957-728-3021,2.3
Pho King Fabulous!,vietnamese,"Yonge St, Toronto",+1 773-523-1591,1.7
Sushi Rock,sushi,"Yonge St, Toronto",+1 656-320-4106,2.4
Louie’s Classico Pizza,pizza,"Yonge St, Toronto",+1 881-929-1336,1.8
Ai Sushi,sushi,"Queen St, Toronto",+1 997-494-4706,3.7
Veerar,indian,"King St, Toronto",+1 962-334-3295,3.8
Naan Kabob,afghan,"King St, Toronto",+1 835-965-2744,2.8
Chopstick House,chinese,"Queen St, Toronto",+1 928-646-8612,2.2
Abbirami,indian,"Queen St, Toronto",+1 828-198-2215,3.5
Subiksha,indian,"Bloor St, Toronto",+1 871-276-7888,4.6
Black Forest Fine Dining,german,"Yonge St, Toronto",+1 964-493-9981,4.2
Angie's,caribbean,"Spadina Ave, Toronto",+1 759-209-5200,2.0
Lena's Diner,Tacos,"Dundas St, Toronto",+1 751-753-9967,3.1
Ghareeb Nawaz Restaurant,indian,"Yonge St, Toronto",+1 611-391-4005,4.7
TOR Carribean Restaurant,caribbean,"Queen St, Toronto",+1 819-895-7568,4.7
Pariwar,indian,"Bloor St, Toronto",+1 636-702-5343,4.6
Amazing Hakka,chinese,"Spadina Ave, Toronto",+1 890-678-6995,3.9
Chawk Bazar,indian,"Yonge St, Toronto",+1 622-610-3431,3.2
Faryab Restaurant,persian,"King St, Toronto",+1 797-797-6407,1.8
Naan Kabob,afghan,"Bay St, Toronto",+1 896-503-1618,2.1
Super Hakka Restaurant,chinese,"Yonge St, Toronto",+1 829-480-3716,1.9
Ghadir Fish Restaurant,seafood,"College St, Toronto",+1 982-690-4615,5.0
Sumaq,iraqi,"Dundas St, Toronto",+1 904-381-3424,3.9
Rose's Kitchen,jamaican,"College St, Toronto",+1 853-681-9955,2.0
Diana's Oyster Bar and Grill,seafood,"Bloor St, Toronto",+1 970-373-3847,2.1
Sahan Restaurant,somali,"Bloor St, Toronto",+1 734-302-5411,4.5
Banh Mi Metro,vietnamese,"King St, Toronto",+1 884-260-6010,4.6
Pho Metro,vietnamese,"Queen St, Toronto",+1 633-253-3787,1.5
Wong's Asian Cuisine,chinese,"Spadina Ave, Toronto",+1 851-455-4847,1.4
Nova Ristorante,italian,"King St, Toronto",+1 810-312-8714,3.6
Spicy Dragon Restaurant,chinese,"Queen St, Toronto",+1 850-616-2639,3.6
Flippers Fish House,seafood,"Bay St, Toronto",+1 612-565-7455,1.7
Kim Kim,indian,"King St, Toronto",+1 961-408-1006,3.5
Nostos Bar & Grill,greek,"Queen St, Toronto",+1 623-783-1297,4.3
Merigold Restaurant,caribbean,"King St, Toronto",+1 616-904-5316,4.1
Ahmutha Surabi,indian,"Bloor St, Toronto",+1 883-424-9486,1.9
Ding Ho Chinese Food,chinese,"Bloor St, Toronto",+1 770-599-8556,2.7
Bendale Restaurant,Steak,"Yonge St, Toronto",+1 911-181-8475,2.1
Charcoal Kabob House,chinese,"Dundas St, Toronto",+1 938-570-8085,4.2
D'Pavilion,caribbean,"College St, Toronto",+1 950-304-9180,3.0
rasa,Pasta,"College St, Toronto",+1 956-671-3247,2.6
Cafe,Ramen,"Dundas St, Toronto",+1 981-698-9689,4.6
piano piano,Salad,"Bay St, Toronto",+1 803-973-2426,2.2
367 Cafe,Salad,"Bay St, Toronto",+1 744-662-8305,4.8
Ritz Restaurant,BBQ,"Bloor St, Toronto",+1 671-185-1564,2.7
Sushi Garden Japanese Restaurant,japanese,"Bloor St, Toronto",+1 699-930-3362,3.8
Ambiyan,indian,"Spadina Ave, Toronto",+1 885-117-6378,2.2
Caribbean Wave Restaurant,caribbean,"Yonge St, Toronto",+1 853-313-4268,2.9
Supreme Restaurant & Bar,Burger,"Bay St, Toronto",+1 681-262-2948,2.1
Kofuko Sushi,japanese,"St. Clair Ave E, Toronto",+1 641-189-3275,1.8
El Inka Peruvian Cuisine,Sushi,"Bloor St, Toronto",+1 728-298-2906,1.3
Mabu Generation,taiwanese,"Yonge St, Toronto",+1 657-476-1406,1.8
Savory Themes,Ramen,"Bayview Ave, Toronto",+1 668-235-6192,2.3
Fong on Foods,Burger,"Bloor St, Toronto",+1 830-350-6100,2.3
Mi'hito Sushi Laboratory,sushi,"College St, Toronto",+1 765-185-4173,1.2
Dak Lak,Pizza,"College St, Toronto",+1 625-317-3193,2.1
Yitz’s,Steak,"College St, Toronto",+1 789-467-6266,3.9
Cafe Nicole,Pasta,"Dundas St, Toronto",+1 960-262-2688,1.2
eggspectation,breakfast,"Bloor St, Toronto",+1 897-360-2984,3.9
Robot Boil House,Pizza,"Yonge St, Toronto",+1 883-681-9242,2.4
Tokyo Sushi,sushi,"Bloor St, Toronto",+1 828-832-7044,3.9
Laziz Curry Kitchen,Salad,"Bay St, Toronto",+1 747-532-2897,4.7
Grillies,Salad,"Yonge St, Toronto",+1 936-366-2729,3.3
Gyukatsu Kyoto Katsuguyu,Tacos,"Yonge St, Toronto",+1 613-220-2989,2.7
King Place Restaurant Inc.,Sushi,"King St, Toronto",+1 774-431-5918,4.8
BLCK. BBQ.,Sushi,"Dundas St, Toronto",+1 860-341-5492,3.7
Satay Road,thai,"Bayview Ave, Toronto",+1 917-347-6005,4.5
Taste of Persia,persian,"Bayview Ave, Toronto",+1 872-236-9310,3.4
Mayrik,armenian,"Bayview Ave, Toronto",+1 623-896-4449,1.6
Grillies,mexican,"Bayview Ave, Toronto",+1 730-557-3588,1.7
Verdi Trattoria,Sushi,"Bloor St, Toronto",+1 971-495-4633,4.5
Eggstatic,Burger,"Bayview Ave, Toronto",+1 752-669-1707,4.8
casamiento,mexican,"Dupont St, Toronto",+1 984-213-3418,3.1
Loop Line Wine & Food,Pizza,"Dupont St, Toronto",+1 799-698-7162,4.8
Thai Mango,Salad,"Bay St, Toronto",+1 857-912-2835,1.9
Roll N Bowl Korean & Japanese Cuisine,japanese;korean,"Ellesmere Rd, Scarborough",+1 741-398-7190,2.7
Pi Co,pizza,"Carlton St, Toronto",+1 911-830-9000,4.9
Umami Poke,BBQ,"Yonge St, Toronto",+1 855-584-8976,4.9
Bobbie Sue's Mac and Cheese,Steak,"Ossington Ave, Toronto",+1 645-665-9012,4.9
The Lexington,Tacos,"Carlton St, Toronto",+1 941-754-9349,3.5
East court & Mike BBQ,chinese,"Sheppard Ave E, Scarborough",+1 988-490-9579,4.4
Yupdduk Finch,korean,"Finch Ave W, Toronto",+1 992-271-9018,4.3
Kintako,sushi,"College St, Toronto",+1 836-472-8212,4.4
Isabella's Boutique Restaurant,japanese,"Queen St E, Toronto",+1 669-880-9233,3.4
Sozo Japanese Cuisine,japanese,"Consumers Rd, N York",+1 603-426-6901,4.4
Omni Palace,chinese,"Consumers Rd, N York",+1 707-726-9743,3.4
Yan Yu Chinese Dining,chinese,"Consumers Rd, Toronto",+1 749-770-9050,1.8
Hotpot 9,chinese,"Consumers Rd, N York",+1 694-204-4170,1.5
Satay Sate,indonesian,"William Sylvester Dr, Toronto",+1 730-588-8421,2.9
Gyu-Kaku Japanese BBQ,japanese,"Yorkland Blvd, N York",+1 658-277-7580,3.4
Primo Veal,italian,"Yorkland Blvd, N York",+1 640-270-8480,4.8
ZenQ Taiwanese Restaurant,taiwanese,"Yorkland Blvd, N York",+1 781-569-4655,3.2
The Fry,chinese,"Spadina Ave, Toronto",+1 620-536-5319,2.6
Torch Sushi,japanese,"Bay St, Toronto",+1 902-174-5893,3.3
Daldongnae,Tacos,"Bloor St, Toronto",+1 853-870-8830,2.4
Katsuya,japanese;korean,"College St, Toronto",+1 646-913-9231,3.6
Konjiki Ramen (Downtown),ramen;japanese,"Elm St, Toronto",+1 821-561-2763,3.6
Roti Cuisine of India,indian,"Dupont St, Toronto",+1 616-794-8689,3.5
Unnamed Restaurant,Tacos,"Bloor St, Toronto",+1 762-151-5269,2.0
Old Time Chinese Cuisine,chinese,"Queen St, Toronto",+1 959-859-5267,2.2
Hoyo's Restaurant,somali,"Eglinton Ave E, Toronto",+1 919-652-8069,2.0
Birria Balam,mexican,"Spadina Ave, Toronto",+1 877-667-7389,2.6
Banfi,italian,"Lonsdale Rd, Toronto",+1 695-436-8659,2.2
O'Somae,brunch,"Broadview Ave, Toronto",+1 963-698-9542,3.2
La Morena,latin_american;ecuadorian;empanada;tamale,"St. Clair Ave W, Toronto",+1 827-511-4852,3.3
Bao,Steak,"Bloor St, Toronto",+1 643-316-1576,2.3
Lageez,indian,"Yonge St, Toronto",+1 975-582-5818,4.1
Rosie’s Burger,burger,"Queen St W, Toronto",+1 880-893-4211,3.1
Completo,latin_american,"Broadview Ave, Toronto",+1 696-583-9110,3.7
Steady's Jamaican Home Cooking,jamaican,"Pape Ave, E York",+1 704-907-8421,1.1
Hanamaru Market and Bento,japanese,"Pape Ave, E York",+1 949-279-7568,2.3
Bagel Time,bagel,"Danforth Ave, Toronto",+1 894-744-3179,2.6
Cirillo’s Academy,Pizza,"Yonge St, Toronto",+1 637-104-9529,3.9
Quetzal,Sushi,"College St, Toronto",+1 751-681-2728,1.3
Onnki Donburi,Ramen,"King St, Toronto",+1 925-805-6510,3.0
Dai Lo,Pasta,"King St, Toronto",+1 644-806-9549,2.0
Kyouka Ramen,ramen;japanese,"Queen St E, Toronto",+1 974-959-3922,2.9
Yumei Sushi,japanese;sushi,"Queen St E, Toronto",+1 681-964-1880,4.1
Maker Pizza,pizza;italian,"Ave Rd, Toronto",+1 658-463-6852,3.1
Thai Country Kitchen,Falafel,"Spadina Ave, Toronto",+1 906-392-7853,1.2
The Lobster Roll,BBQ,"Spadina Ave, Toronto",+1 954-562-1335,2.7
Song Tea,Tacos,"Spadina Ave, Toronto",+1 838-856-5410,3.5
Mango Like Desserts,dessert,"College St, Toronto",+1 980-394-7230,2.0
Simmer Huang,Tacos,"Spadina Ave, Toronto",+1 735-414-2090,3.5
La Fermenteria,Steak,"Spadina Ave, Toronto",+1 944-196-2380,2.7
Moon Palace,chinese,"Bay St, Toronto",+1 775-539-8416,3.4
Storm Crow Manor,Steak,"Church St, Toronto",+1 935-379-1976,3.8
Cafe Landwer,Falafel,"Yonge St, N York",+1 910-883-6254,3.2
Gol’s Lanzhou Noodle,chinese,"Yonge St, Toronto",+1 929-259-4613,2.5
The Fry - Sheppard,korean;fried_chicken,"Yonge St, Toronto",+1 778-661-3869,3.5
Nam Dae  Moon Rice Cake,Tacos,"Yonge St, Toronto",+1 630-395-4067,2.2
Mishka’s Restaurant & Bar,Falafel,"Ellesmere Rd, Toronto",+1 769-933-7581,4.8
Little Coxwell Restaurant,vietnamese,"Coxwell Ave, E York",+1 685-234-2551,4.6
Skara,greek,"Coxwell Ave, E York",+1 756-162-9480,2.5
Sushi Bay,sushi,"Coxwell Ave, E York",+1 627-926-4186,1.6
Eden Chinese Food,chinese,"Coxwell Ave, E York",+1 976-696-8419,3.6
Stacks,pancake,"Dundas St W, Etobicoke",+1 671-669-9762,2.2
Shawarma Royale,middle_eastern;shawarma,"Dundas St W, Etobicoke",+1 886-137-1380,2.5
Hay Sushi,japanese;sushi,"Eglinton Ave W, Toronto",+1 781-965-1761,1.2
desimane,indian,"Sheppard Ave E, Scarborough",+1 640-635-2801,4.3
Yunshang Rice Noodle,noodle,"Dundas St W, Toronto",+1 648-202-7544,3.3
CRAVE WINGS,chicken,"Eglinton Ave W, Toronto",+1 987-100-6158,1.7
Dspot,Ramen,"Spadina Ave, Toronto",+1 800-974-6349,3.3
Kathmandu Restaurant,Pizza,"College St, Toronto",+1 986-352-9022,2.8
Clay,BBQ,"Queen's Park, Toronto",+1 657-686-9188,4.9
The Fry,korean;asian;fried_chicken,"Yonge St, Toronto",+1 615-145-6704,1.4
Onki Donburi,japanese,"Hayden St, Toronto",+1 646-607-8860,3.9
Baby-Boyz BBQ,Ramen,"Queen St, Toronto",+1 639-508-8480,2.7
Pasaj,middle_eastern;turkish;brunch,"Queen St E, Toronto",+1 776-771-1958,1.4
Fat Pasha,jewish;middle_eastern,"Dupont St, Toronto",+1 754-262-5265,3.8
Chadwick's Craft Kitchen & Bar,fusion;asian;mexican,"Howland Ave, Toronto",+1 728-754-1132,3.9
Schmaltz Appetizing,bagel;smoked_salmon,"Dupont St, Toronto",+1 642-243-9153,3.6
Hana Ramen,noodle;ramen;japanese;sushi,"Kennedy Rd, Toronto",+1 689-537-2494,2.7
Ma Maison,french,"Dundas St W, Etobicoke",+1 919-783-9880,3.7
Oretta,BBQ,"Bloor St, Toronto",+1 982-652-6984,4.1
Lena's Roti & Doubles,BBQ,"Keele street, Toronto",+1 746-187-7045,4.9
Elisa Cart Korean Tapas,Burger,"King St, Toronto",+1 660-692-4457,2.5
Fresh,Salad,"Eglinton Ave E, Toronto",+1 788-253-6958,4.7
Hoops Sports Bar & Grill,Sushi,"Queen St, Toronto",+1 916-710-2898,4.4
The pint,Ramen,"College St, Toronto",+1 729-295-7066,4.6
Mapo Gamjatang,Salad,"Dundas St, Toronto",+1 807-564-8627,3.0
Canteen,chinese;western;south_east_asian;malaysian,"Spadina Ave, Toronto",+1 816-501-9397,1.3
Sushi Bar,japanese,"Bay St, Toronto",+1 759-648-4824,4.2
Boba Boy Dacha Restaurant,Pasta,"Broadview Ave, Toronto",+1 815-859-2106,2.2
Figs Breakfast & Lunch,breakfast,"Bloor St, Toronto",+1 630-632-9571,4.6
iMANISHi SANDO BAR,japanese,"Queen St, Toronto",+1 661-974-2994,2.4
The Stop,russian,"Dundas St W, Toronto",+1 855-490-7181,2.6
Charcoal Biryani Kebabs,Falafel,"Bay St, Toronto",+1 796-341-6471,3.9
Darna Middle Eastern Kitchen,middle_eastern,"Bayview Ave, Toronto",+1 733-676-8190,4.4
Da Jankanuu Shak,BBQ,"King St, Toronto",+1 867-745-7108,2.8
Spicebros Good Indian Food,indian,"Bloor St W, Etobicoke",+1 786-192-3084,3.2
Qin's Garden,asian;chinese,"Yonge St, Toronto",+1 875-823-4508,4.8
Pizzeria Libretto,pizza,"Dundas St W, Toronto",+1 794-130-6924,3.4
Ono Poké Bar,regional,"Dundas St, Toronto",+1 606-290-3514,1.5
Salad King,Sushi,"Queen St W, Toronto",+1 847-646-4301,2.9
Rouge Kitchen,Sushi,"Queen St, Toronto",+1 849-308-4675,3.1
Thai Square,thai,"Dundas St, Toronto",+1 665-770-4047,5.0
Pasta Tutti Giorni,italian,"Dundas St, Toronto",+1 792-158-1648,3.1
The Nilgiris Restaurant,indian,"Markham Rd, Scarborough",+1 941-616-8779,3.1
Navayo Greek Bistro,greek,"Kingston Rd, Toronto",+1 669-523-3008,2.4
Casa di Giorgio,italian;mediterranean,"Queen St E, Toronto",+1 645-632-1354,4.0
Pattylicious,jamaican,"Kingston Rd, Toronto",+1 853-880-8942,2.9
Cucina Di Paisano,italian,"York Mills Rd, N York",+1 667-978-3134,3.8
Taftan Kebob,persian,"York Mills Rd, N York",+1 901-358-5797,3.1
Megas,greek,"Danforth Ave, Toronto",+1 893-993-3986,2.2
The Bullger,american,"College St, Toronto",+1 794-903-6501,1.4
Biryani House,indian,"Hayden St, Toronto",+1 973-430-8003,4.9
Casa Sushi,sushi,"Danforth Ave, Toronto",+1 940-634-8846,3.8
Komi banh mi bar,asian,"Danforth Ave, Toronto",+1 664-336-1159,1.8
Camaleon,mexican,"Spadina Ave, Toronto",+1 871-417-4336,4.3
Sushi Bistro,sushi,"Danforth Ave, Toronto",+1 947-347-9109,4.7
Freshii,salad,"Danforth Ave, Toronto",+1 653-483-9280,4.1
Wanas Shawarma,shawarma;syrian,"Danforth Ave, Toronto",+1 622-550-7478,2.6
Messini,greek,"Danforth Ave, Toronto",+1 638-513-7710,1.7
Beach Hill Smokehouse Texas BBQ,american,"Danforth Ave, Toronto",+1 952-532-1920,4.9
Pantheon,greek,"Danforth Ave, Toronto",+1 906-497-7832,3.0
MomoHut & Gardens Inc,asian,"Danforth Ave, Toronto",+1 709-261-7662,4.9
955Chinesefood.com,chinese,"Queen St E, Toronto",+1 764-749-1174,4.2
Pai Northern Thai Kitchen,thai,"Yonge St, Toronto",+1 848-501-7640,2.0
Little Sister,indonesian,"Portland St, Toronto",+1 733-155-5801,3.1
Janelle's Kitchen,Burger,"King St, Toronto",+1 876-593-5046,3.6
Two Brothers Shwarma,middle_eastern,"Danforth Ave, Toronto",+1 880-600-3896,3.8
Tibet Kitchen,asian,"Queen St W, Toronto",+1 626-992-4452,3.8
Brunch On Cosburn Ave,Ramen,"College St, Toronto",+1 706-606-2124,1.0
Sophie's Sports Bar & Grill,Pizza,"Spadina Ave, Toronto",+1 810-702-1785,3.6
Thai Room,thai;malaysian,"College St, Toronto",+1 654-630-5191,2.5
Daldongnae Korean BBQ,korean,"Yonge St, Toronto",+1 895-820-9724,1.2
eb Breakfast Co.,Steak,"Queen St, Toronto",+1 680-815-2183,3.3
Deer Garden,Pizza,"Queen St, Toronto",+1 844-826-1248,2.9
Cornerside Cafe,Pasta,"Dundas St, Toronto",+1 786-142-3863,4.4
Supertech,Pizza,"Yonge St, Toronto",+1 840-203-2655,1.5
QCYC Restaurant/Onyx Catering,Ramen,"King St, Toronto",+1 660-861-9855,3.8
Kachiguda Junction,indian,"Yonge St, Toronto",+1 831-371-9737,2.5
Sinaloa Factory,mexican,"College St, Toronto",+1 864-943-8523,1.9
Ramen Buta-Nibo,noodle,"Queen St, Toronto",+1 796-592-2843,1.7
Minami,japanese,"Queen St, Toronto",+1 621-674-9370,3.8
Ristorante La Sala,BBQ,"Queen St E, Toronto",+1 974-462-7366,3.2
Nutmento Caribbean Grill,caribbean,"Gerrard St E, Toronto",+1 739-494-6976,3.9
Mimi Vietnamese Restaurant,vietnamese,"Bloor St, Toronto",+1 677-396-5114,1.8
Pho East,vietnamese,"College St, Toronto",+1 882-151-6664,2.1
Wild Oregano,mediterranean,"Queen St E, Toronto",+1 741-941-7584,2.8
Apkujung,korean,"Bloor St, Toronto",+1 740-874-5329,3.6
Roses New York,persian;american,"Yonge St, N York",+1 888-414-6207,4.4
Tiflisi,georgian,"Queen St E, Toronto",+1 842-363-8819,1.3
Haidilao Hot Pot,chinese;hot_pot,"Sandhurst Circle, Toronto",+1 653-810-9390,2.1
Magic Noodle,Pasta,"Sandhurst Circle, Toronto",+1 783-887-8113,1.8
7 Numbers,italian,"Bloor St, Toronto",+1 870-929-2816,3.4
Stacked,BBQ,"Bloor St, Toronto",+1 663-733-8745,3.4
Papyrus,egyptian,"Danforth Ave, Toronto",+1 979-212-1669,2.0
Chiang Mai,thai,"Bloor St, Toronto",+1 773-932-1940,4.6
Dumpling House,chinese,"Bay St, Toronto",+1 786-282-1274,2.0
Batifole,french,"Dundas St, Toronto",+1 763-429-1136,2.4
Bep Viet,vietnamese,"Queen St, Toronto",+1 640-288-5848,1.0
Pho House,vietnamese,"King St, Toronto",+1 940-557-9005,4.7
Koh Samiji,thai,"Queen St, Toronto",+1 670-920-1534,4.5
Chef Mustafa,turkish,"King St, Toronto",+1 890-910-1509,2.1
Casa Manila,filipino,"College St, Toronto",+1 956-905-9464,4.2
The Friendly Greek,greek,"Bay St, Toronto",+1 850-125-6191,4.4
Christina’s,Falafel,"King St, Toronto",+1 723-275-7843,4.0
Sarang Kitchen,Ramen,"King St, Toronto",+1 922-660-9801,1.5
Piano Piano,Pizza,"Dundas St, Toronto",+1 690-711-8473,1.3
Shiba Poke,Salad,"College St, Toronto",+1 943-577-1828,2.9
VELA,Falafel,"King St, Toronto",+1 635-626-2682,4.0
Myth,Sushi,"Bay St, Toronto",+1 960-228-6513,1.1
Chez Paul,Falafel,"Queen St W, Toronto",+1 652-270-3712,4.0
Pho Banh Cuon,vietnamese,"Bay St, Toronto",+1 752-229-7226,3.0
Pho Banh Cuon,vietnamese,"Bloor St, Toronto",+1 665-122-1722,3.4
Rumi,Steak,"Queen St, Toronto",+1 762-394-5426,1.0
Gram's Pizza,pizza,"Dupont St, Toronto",+1 760-974-3504,1.5
Thay,thai,"Dundas St, Toronto",+1 838-928-9233,2.2
King's Vegetarian Food,Salad,"Sheppard Ave E, Toronto",+1 881-103-2371,2.2
Beacher Cafe,Falafel,"King St, Toronto",+1 895-650-8997,2.9
Dining Room,Pizza,"Bloor St, Toronto",+1 750-551-2826,3.3
Kimchi Korea House,korean,"Dundas St W, Toronto",+1 978-406-4747,1.5
Daldongnae,korean,"Steeles Ave E, Scarborough",+1 676-498-8084,2.2
Vi Vetha Bistro,italian;french,"Queen St E, Toronto",+1 805-190-2047,3.4
Oyabong Sushi,japanese,"College St, Toronto",+1 719-276-6791,1.8
Leni Poki,Ramen,"Yonge St, Toronto",+1 936-500-9116,3.1
360 Restaurant,Steak,"Bremner Blvd, Toronto",+1 815-344-1939,1.8
Avelo,Falafel,"St Nicholas St, Toronto",+1 960-276-5108,2.5
Eat Nabati,middle_eastern;african,"Baldwin St, Toronto",+1 674-950-4868,2.5
Sibel,Pasta,"College St, Toronto",+1 887-381-4393,3.0
Boutique Food + Health Club,Burger,"Ave Rd, Toronto",+1 645-399-4142,1.8
Lana's Kitchen,Pasta,"Baldwin St, Toronto",+1 767-498-1678,4.9
Il Vegano,italian,"Queen St W, Toronto",+1 989-561-8735,1.7
Mavericks Burger Co,Sushi,"Merchant's Wharf, Toronto",+1 929-103-9774,2.0
Revelstoke Kitchen & Cafe,Burger,"Carlton St, Toronto",+1 897-600-3046,3.9
Viet Chay vegetarian cuisine,asian,"Wilson Ave, Toronto",+1 865-980-3150,1.5
Veggie D'Light,Salad,"Baldwin St, Toronto",+1 667-566-8243,4.7
Tsujiri,japanese,"Dundas St W, Toronto",+1 920-742-6956,3.8
Druxy's ROM Cafe,salad;sandwich;pizza;burger,"Yonge St, Toronto",+1 659-629-4765,1.3
Charlotte's Room,Tacos,"College St, Toronto",+1 949-782-5239,2.7
Gallery Sushi,sushi,"Yonge St, Toronto",+1 848-927-7473,1.4
Bikkuri Japanese Resturaunt,Sushi,"Queen St E, Toronto",+1 974-853-2498,3.7
Hajime Japanese Resturaunt,Burger,"Queen St E, Toronto",+1 706-791-9345,1.5
Thai House Cusine,thai,"Queen St E, Toronto",+1 682-568-1620,3.0
Chowrasta Indian Cuisine,indian,"Eglinton Ave E, Toronto",+1 857-692-9788,2.0
Metagali,thai;indian,"Elm St , Toronto",+1 728-990-8456,3.0
Star King,vietnamese;thai,"Yonge St, Toronto",+1 999-389-1280,4.8
Unplugged Cafe & Bar,indian;american;coffee_shop;ice_cream,"Sheppard Ave E, Toronto",+1 653-817-8503,1.9
KIN KIN O-Ka-Ne by Oo-Kinza Fish House,japanese;sushi,"College St, Toronto",+1 999-770-4821,1.7
Ichiban Sushi,Pasta,"Queen St, Toronto",+1 641-661-3964,3.6
JC’s Banquet & Grill House,Salad,"Ellesmere Rd, Toronto",+1 716-272-2510,3.6
The Friendly Thai,Tacos,"Spadina Ave, Toronto",+1 911-859-6178,2.6
Daddy's Chicken,Ramen,"College St, Toronto",+1 617-336-4062,3.6
Dosa Boyz / Hakka Boyz,indian;asian,"William Kitchen Rd, Scarborough",+1 925-772-8328,1.1
The Momo House,BBQ,"Bay St, Toronto",+1 803-380-7092,2.5
Yummy House,chinese,"College St, Toronto",+1 873-800-3911,4.7
AFURI Ramen + Dumpling,ramen,"Church St, Toronto",+1 682-330-7612,2.0
Spago Grill,BBQ,"Queen St, Toronto",+1 739-283-7743,1.1
Maru,japanese,"Queen St E, Toronto",+1 915-657-8034,4.1
Tulia Osteria,pizza,"Queen St E, Toronto",+1 806-752-8855,3.2
Martins Churrasqueira,Pasta,"Bloor St, Toronto",+1 849-821-6068,3.4
Rikki Tikki,indian,"Spadina Ave, Toronto",+1 714-634-8526,1.9
Sugar Kane,caribbean,"Bay St, Toronto",+1 931-568-8265,3.5
Katsu Sishi,sushi,"Dundas St, Toronto",+1 957-601-3914,4.3
